South Sudan,,,1431.934876,1560.953684,1598.180845,1428.10125,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,
Small states,,,,,,,,,,,,
Sao Tome and Principe,,,17115.62256,17584.8119,18381.79061,18756.30805,19202.53479,19615.34061,19876.99911,20008.29454,20232.37946,20199.7248
Suriname,22108.67131,20835.47113,31484.55845,32072.76428,31831.00905,30435.72701,28642.03986,28788.59825,29899.86778,29917.4664,24858.00038,23945.95463
Slovak Republic,,8034.69618,13633.04151,13704.56865,14060.55513,14773.04348,15040.8207,15458.72303,16059.51067,16441.8955,15873.41346,16386.64779
Slovenia,,14637.64596,18167.43674,17956.05482,18434.96688,18828.23229,19414.98526,20336.63523,21165.62081,21744.12955,20665.61185,22302.43696
Sweden,291595.0264,346816.6363,412341.82,413718.9792,420521.5287,434777.9499,438239.4185,443477.0263,446903.2298,451182.6037,438212.5287,457695.0369
Eswatini,21158.30581,23460.52289,33192.01669,34261.70064,34346.25937,34861.40435,34967.01829,35400.94052,35957.24595,36639.36353,35730.59751,38171.79274
Sint Maarten (Dutch part),,,49044.45727,47015.59811,46392.46385,45210.38506,44135.94786,40956.11968,37952.75462,,,
Seychelles,113635.5087,147499.3221,180790.2042,188162.8734,193604.3521,200008.5636,207915.3332,214651.0439,219413.6128,224215.4182,205207.8853,219566.042
Syrian Arab Republic,41143.37695,55472.2954,50089.85172,38822.03324,37288.85295,37343.36646,35395.33223,35103.93016,34948.4725,34028.98093,31648.9105,
Turks and Caicos Islands,,,22666.40691,21877.35905,22837.54466,24341.0641,24940.22643,23343.80584,23677.26517,24015.82405,17108.71804,17143.52972
Chad,220435.7662,194811.4506,379678.3763,387295.9164,399499.5666,397689.8185,361256.556,338999.8823,335519.9573,335187.9316,319563.6858,305896.0147
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,
Togo,419011.2478,402575.3321,411325.2083,425436.0964,439362.2429,453102.7686,466546.6444,474962.6089,486584.0926,500923.9249,497660.6677,511585.1337
Thailand,61883.16685,83314.80927,128733.4766,131392.2203,131960.5998,135450.7102,139483.2926,144713.6981,150337.9087,153185.0887,143356.9753,145300.8343
Tajikistan,865.9201973,284.823939,566.3373252,594.7734745,620.1617204,642.2406779,670.7148095,702.2219981,738.8149076,775.7414237,792.3751418,846.9175177
Turkmenistan,4763.24401,3048.739213,6829.208241,7388.521365,8001.235248,8368.695489,8732.885353,9144.970422,9557.140598,10005.23899,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,
Timor-Leste,,948.0283711,1266.144961,1278.595136,1309.533268,1322.301004,1346.103788,1285.344793,1257.646894,1530.811198,1988.982657,2061.019033
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,
Tonga,5593.700782,7415.370896,8303.517144,8361.573084,8567.40945,8708.975519,9317.680002,9653.921169,9701.597718,9788.663281,9808.178312,9477.83846
South Asia (IDA & IBRD),,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,
Trinidad and Tobago,41571.53097,68915.0381,121913.3752,125689.834,128977.3023,127168.5255,117827.6946,111577.0752,108686.6188,107715.2112,99562.91156,98055.40829
Tunisia,4091.033795,5546.255917,7537.65169,7634.790763,7782.124287,7769.831903,7770.71604,7860.512894,7981.955312,8023.776291,7264.266749,7515.730722
Turkiye,9443.262239,11467.69494,16890.81438,18013.37327,18531.48005,19280.36317,19583.41923,20778.04634,21211.30138,21205.33605,21448.76143,23703.64406
Tuvalu,3380.969599,4357.750571,4238.068915,4396.409599,4404.073768,4872.667096,5160.339108,5264.130033,5338.242062,6024.096386,6052.940645,6158.514816
Tanzania,1073684.375,1098563.875,1680612.125,1741207.375,1801442.5,1849616.75,1909190,1971263.5,2013460.625,2066944.625,2045727.625,2070179.375
Uganda,1145657.797,1577502.086,2558428.892,2575044,2627358.223,2679535.555,2715553.516,2704358.937,2778702.588,2858887.856,2846785.712,2854312.636
Ukraine,79604.39844,36325.89844,62919.39453,63091.47656,60015.60938,54347.83594,55899.35938,57470.49219,59778.72656,62046.56641,60122.09375,62718.44141
Upper middle income,,,,,,,,,,,,
Uruguay,244944.6218,324019.7564,464464.1205,484559.6885,498707.5214,498915.3821,505718.9785,512684.2092,514406.5407,516003.4371,484320.7714,505888.0202
United States,39303.48901,48746.04096,54213.45955,54830.78407,55675.38685,56762.72945,57292.53878,58207.57831,59607.39366,60698.0113,58453.44613,61855.51863
Uzbekistan,2030011.811,1655529.218,3053116.977,3225120.452,3389153.442,3570975.321,3717602.166,3816210.996,3951335.272,4099293.715,4097103.216,4315013.079
St. Vincent and the Grenadines,10465.75789,14065.38708,19005.14419,19587.86133,19911.9893,20549.2318,21506.76085,21951.55236,22679.17383,22848.27685,21694.80465,22051.3687
"Venezuela, RB",1688.649761,1678.964631,2083.753489,2085.724284,1980.914315,,,,,,,
British Virgin Islands,,,,,,,,,,,,
Virgin Islands (U.S.),,,37795.31926,35468.01677,34889.97238,34796.49436,35417.9843,35234.57089,35999.66355,37114.81311,36447.45508,
Vietnam,10404606.45,18291954.18,34445647.54,35969328.98,37873326.16,40099467.85,42352528.78,44855240.68,47756108.06,50808966.97,51793317.21,52673487.43
Vanuatu,209508.0924,223111.9256,223086.2801,218829.449,220348.4646,215947.1563,220660.41,228925.1272,229971.2746,231882.6297,214245.1514,210182.4608
World,,,,,,,,,,,,
Samoa,5955.614598,6800.123908,9294.657386,9220.16465,9197.381008,9466.400912,10124.06346,10163.2924,10001.57176,10338.17135,9875.880872,9015.353532
Kosovo,,,2333.387195,2443.124892,2532.386606,2719.070784,2887.751673,3004.379557,3096.213368,3258.375473,3082.206909,3421.235103
"Yemen, Rep.",11062.28516,13780.61808,13290.77009,13539.1491,13139.01454,9207.589973,8128.45874,7520.847253,7391.358212,,,
South Africa,59204.33467,60383.05039,78990.49403,79858.96429,79721.43069,79117.19955,78872.59199,79477.49871,79704.59425,78917.77023,73013.85864,75839.72517
Zambia,5235.121431,4792.661086,7488.994977,7614.518067,7717.537014,7693.391834,7736.572581,7762.202615,7831.856543,7709.347755,7277.953234,7399.429306
Zimbabwe,16962.49833,17250.00202,14491.89676,14635.11772,14530.4488,14511.15821,14340.23235,14623.4298,15048.88315,13818.28777,12482.00341,13264.82638
